"Datum","EAN","Verbruik","Type","Piek"
"2024-04-18T19:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.105","Elektriciteit","true"
"2024-04-18T20:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.361","Elektriciteit","true"
"2024-04-18T21:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.215","Elektriciteit","true"
"2024-04-18T22:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.169","Elektriciteit","true"
"2024-04-18T23:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.162","Elektriciteit","false"
"2024-04-19T00:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.158","Elektriciteit","false"
"2024-04-19T01:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.166","Elektriciteit","false"
"2024-04-19T02:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.161","Elektriciteit","false"
"2024-04-19T03:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.317","Elektriciteit","false"
"2024-04-19T04:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.413","Elektriciteit","false"
"2024-04-19T05:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.397","Elektriciteit","false"
"2024-04-19T06:00:00+02:00","XXXXXXXXXXXXXXXXXX","1.048","Elektriciteit","false"
"2024-04-19T07:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.443","Elektriciteit","true"
"2024-04-19T08:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.244","Elektriciteit","true"
"2024-04-19T09:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.101","Elektriciteit","true"
"2024-04-19T10:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.005","Elektriciteit","true"
"2024-04-19T11:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.035","Elektriciteit","true"
"2024-04-19T12:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.014","Elektriciteit","true"
"2024-04-19T13:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.104","Elektriciteit","true"
