entity_id,state,last_changed
sensor.electricity_meter_feed_in_tariff_1,5361.27001953125,2023-01-19T17:59:28.000Z
sensor.electricity_meter_feed_in_tariff_1,5362.8798828125,2023-01-19T18:59:12.000Z
sensor.electricity_meter_feed_in_tariff_1,5364.10009765625,2023-01-19T19:58:56.000Z
sensor.electricity_meter_feed_in_tariff_1,5365.240234375,2023-01-19T21:00:48.000Z
sensor.electricity_meter_feed_in_tariff_1,5365.25,2023-01-19T22:00:32.000Z
sensor.electricity_meter_feed_in_tariff_1,5365.25,2023-01-19T23:00:16.000Z
sensor.electricity_meter_feed_in_tariff_1,5365.56005859375,2023-01-20T06:00:32.000Z
sensor.electricity_meter_feed_in_tariff_1,5365.83984375,2023-01-20T07:00:16.000Z
sensor.electricity_meter_feed_in_tariff_1,5366.10009765625,2023-01-20T08:00:00.000Z
sensor.electricity_meter_feed_in_tariff_1,5366.919921875,2023-01-20T08:59:44.000Z
sensor.electricity_meter_feed_in_tariff_1,5367.81005859375,2023-01-20T09:59:28.000Z
sensor.electricity_meter_feed_in_tariff_1,5370.39990234375,2023-01-20T10:59:12.000Z
sensor.electricity_meter_feed_in_tariff_1,5372.14990234375,2023-01-20T11:58:56.000Z
sensor.electricity_meter_feed_in_tariff_1,5374.169921875,2023-01-20T13:00:48.000Z
sensor.electricity_meter_feed_in_tariff_1,5374.580078125,2023-01-20T14:00:32.000Z
sensor.electricity_meter_feed_in_tariff_1,5375.14990234375,2023-01-20T15:00:16.000Z
sensor.electricity_meter_feed_in_tariff_1,5378.27978515625,2023-01-20T16:00:00.000Z
sensor.electricity_meter_feed_in_tariff_1,5380.4599609375,2023-01-20T16:59:44.000Z
sensor.electricity_meter_feed_in_tariff_1,5382.6201171875,2023-01-20T17:59:28.000Z
sensor.electricity_meter_feed_in_tariff_1,5384.7900390625,2023-01-20T18:59:12.000Z
sensor.electricity_meter_feed_in_tariff_1,5386.10009765625,2023-01-20T20:01:04.000Z
