sep=,
Version CSV3|Tool WebUI|Linebreaks CR/LF|Delimiter comma

,STP8.0-3AV-40 622,STP8.0-3AV-40 622,STP8.0-3AV-40 622,STP8.0-3AV-40 622,STP8.0-3AV-40 622
23.07.2020 00:00:00,1870944,0,NaN,0,NaN
24.07.2020 00:00:00,1919007,0,NaN,0,NaN
25.07.2020 00:00:00,1954954,0,NaN,0,NaN
26.07.2020 00:00:00,2008229,0,NaN,0,NaN
27.07.2020 00:00:00,2059773,0,NaN,0,NaN
28.07.2020 00:00:00,2110426,0,NaN,0,NaN
29.07.2020 00:00:00,2162345,0,NaN,0,NaN
30.07.2020 00:00:00,2208864,0,NaN,0,NaN
31.07.2020 00:00:00,2239300,0,NaN,0,NaN
01.08.2020 00:00:00,2286954,0,NaN,0,NaN
02.08.2020 00:00:00,2315697,0,NaN,0,NaN
03.08.2020 00:00:00,2332856,0,NaN,0,NaN
04.08.2020 00:00:00,2364389,0,NaN,0,NaN
05.08.2020 00:00:00,2400870,0,NaN,0,NaN
06.08.2020 00:00:00,2444189,0,NaN,0,NaN
07.08.2020 00:00:00,2454601,0,NaN,0,NaN
08.08.2020 00:00:00,2482278,0,NaN,0,NaN
09.08.2020 00:00:00,2516088,0,NaN,0,NaN
10.08.2020 00:00:00,2560917,0,NaN,0,NaN
11.08.2020 00:00:00,2574289,0,NaN,0,NaN
12.08.2020 00:00:00,2585519,0,NaN,0,NaN
13.08.2020 00:00:00,2620277,0,NaN,0,NaN
14.08.2020 00:00:00,2664215,0,NaN,0,NaN
15.08.2020 00:00:00,2709651,0,NaN,0,NaN
16.08.2020 00:00:00,2761863,0,NaN,0,NaN
17.08.2020 00:00:00,2775431,0,NaN,0,NaN
18.08.2020 00:00:00,2811275,0,NaN,0,NaN
19.08.2020 00:00:00,2835321,0,NaN,0,NaN
20.08.2020 00:00:00,2861238,0,NaN,0,NaN
21.08.2020 00:00:00,2906104,0,NaN,0,NaN
22.08.2020 00:00:00,2941140,0,NaN,0,NaN
23.08.2020 00:00:00,2985083,0,NaN,0,NaN
24.08.2020 00:00:00,3027174,0,NaN,0,NaN
25.08.2020 00:00:00,3071031,0,NaN,0,NaN
26.08.2020 00:00:00,3115852,0,NaN,0,NaN
27.08.2020 00:00:00,3148490,0,NaN,0,NaN
28.08.2020 00:00:00,3165026,0,NaN,0,NaN
29.08.2020 00:00:00,NaN,0,NaN,0,NaN
30.08.2020 00:00:00,3229636,0,NaN,0,NaN
31.08.2020 00:00:00,3257597,0,NaN,0,NaN
01.09.2020 00:00:00,3295531,0,NaN,0,NaN
02.09.2020 00:00:00,3340580,0,NaN,0,NaN
03.09.2020 00:00:00,3386995,0,NaN,0,NaN
04.09.2020 00:00:00,3414743,0,NaN,0,NaN
05.09.2020 00:00:00,3452264,0,NaN,0,NaN
06.09.2020 00:00:00,3471022,0,NaN,0,NaN
07.09.2020 00:00:00,3513040,0,NaN,0,NaN
08.09.2020 00:00:00,3560157,0,NaN,0,NaN
09.09.2020 00:00:00,3602365,0,NaN,0,NaN
10.09.2020 00:00:00,3645271,0,NaN,0,NaN
11.09.2020 00:00:00,3685647,0,NaN,0,NaN
12.09.2020 00:00:00,3725811,0,NaN,0,NaN
13.09.2020 00:00:00,3761956,0,NaN,0,NaN
14.09.2020 00:00:00,3796494,0,NaN,0,NaN
15.09.2020 00:00:00,3835199,0,NaN,0,NaN
16.09.2020 00:00:00,3864465,0,NaN,0,NaN
17.09.2020 00:00:00,3894363,0,NaN,0,NaN
18.09.2020 00:00:00,3922817,0,NaN,0,NaN
19.09.2020 00:00:00,3955142,0,NaN,0,NaN
20.09.2020 00:00:00,3982872,0,NaN,0,NaN
21.09.2020 00:00:00,4020136,0,NaN,0,NaN
22.09.2020 00:00:00,4054715,0,NaN,0,NaN
23.09.2020 00:00:00,4076647,0,NaN,0,NaN
24.09.2020 00:00:00,4115105,0,NaN,0,NaN
25.09.2020 00:00:00,4142726,0,NaN,0,NaN
26.09.2020 00:00:00,4168741,0,NaN,0,NaN
27.09.2020 00:00:00,4199385,0,NaN,0,NaN
28.09.2020 00:00:00,4212034,0,NaN,0,NaN
29.09.2020 00:00:00,4219453,0,NaN,0,NaN
30.09.2020 00:00:00,4235565,0,NaN,0,NaN
01.10.2020 00:00:00,4264223,0,NaN,0,NaN
02.10.2020 00:00:00,4287884,0,NaN,0,NaN
03.10.2020 00:00:00,4305161,0,NaN,0,NaN
04.10.2020 00:00:00,4327618,0,NaN,0,NaN
05.10.2020 00:00:00,4345900,0,NaN,0,NaN
06.10.2020 00:00:00,NaN,0,NaN,0,NaN
07.10.2020 00:00:00,4390471,0,NaN,0,NaN
08.10.2020 00:00:00,4416792,0,NaN,0,NaN
09.10.2020 00:00:00,4446892,0,NaN,0,NaN
10.10.2020 00:00:00,4478698,0,NaN,0,NaN
11.10.2020 00:00:00,4511947,0,NaN,0,NaN
12.10.2020 00:00:00,NaN,0,NaN,0,NaN
13.10.2020 00:00:00,4534630,0,NaN,0,NaN
14.10.2020 00:00:00,4560219,0,NaN,0,NaN
15.10.2020 00:00:00,4588838,0,NaN,0,NaN
16.10.2020 00:00:00,4606335,0,NaN,0,NaN
17.10.2020 00:00:00,4635583,0,NaN,0,NaN
18.10.2020 00:00:00,4665537,0,NaN,0,NaN
19.10.2020 00:00:00,4693578,0,NaN,0,NaN
20.10.2020 00:00:00,4716714,0,NaN,0,NaN
21.10.2020 00:00:00,4747846,0,NaN,0,NaN
22.10.2020 00:00:00,4778427,0,NaN,0,NaN
23.10.2020 00:00:00,4806998,0,NaN,0,NaN
24.10.2020 00:00:00,4836804,0,NaN,0,NaN
25.10.2020 00:00:00,4865143,0,NaN,0,NaN
26.10.2020 00:00:00,4891823,0,NaN,0,NaN
27.10.2020 00:00:00,4907271,0,NaN,0,NaN
28.10.2020 00:00:00,4925626,0,NaN,0,NaN
29.10.2020 00:00:00,4940852,0,NaN,0,NaN
30.10.2020 00:00:00,4961473,0,NaN,0,NaN
31.10.2020 00:00:00,4970749,0,NaN,0,NaN
01.11.2020 00:00:00,4972778,0,NaN,0,NaN
02.11.2020 00:00:00,NaN,0,NaN,0,NaN
03.11.2020 00:00:00,5007178,0,NaN,0,NaN
04.11.2020 00:00:00,5011440,0,NaN,0,NaN
05.11.2020 00:00:00,5021822,0,NaN,0,NaN
06.11.2020 00:00:00,5025034,0,NaN,0,NaN
07.11.2020 00:00:00,5039982,0,NaN,0,NaN
08.11.2020 00:00:00,5048698,0,NaN,0,NaN
09.11.2020 00:00:00,5063874,0,NaN,0,NaN
10.11.2020 00:00:00,5076684,0,NaN,0,NaN
11.11.2020 00:00:00,5081754,0,NaN,0,NaN
12.11.2020 00:00:00,5095649,0,NaN,0,NaN
13.11.2020 00:00:00,5108048,0,NaN,0,NaN
14.11.2020 00:00:00,5124147,0,NaN,0,NaN
15.11.2020 00:00:00,5139205,0,NaN,0,NaN
16.11.2020 00:00:00,5152992,0,NaN,0,NaN
17.11.2020 00:00:00,5163760,0,NaN,0,NaN
18.11.2020 00:00:00,5177159,0,NaN,0,NaN
19.11.2020 00:00:00,5193767,0,NaN,0,NaN
20.11.2020 00:00:00,5203866,0,NaN,0,NaN
21.11.2020 00:00:00,5208563,0,NaN,0,NaN
22.11.2020 00:00:00,5217954,0,NaN,0,NaN
23.11.2020 00:00:00,5221041,0,NaN,0,NaN
24.11.2020 00:00:00,5227429,0,NaN,0,NaN
25.11.2020 00:00:00,5237215,0,NaN,0,NaN
26.11.2020 00:00:00,5246615,0,NaN,0,NaN
27.11.2020 00:00:00,5256019,0,NaN,0,NaN
28.11.2020 00:00:00,5259777,0,NaN,0,NaN
29.11.2020 00:00:00,5272397,0,NaN,0,NaN
30.11.2020 00:00:00,5279601,0,NaN,0,NaN
01.12.2020 00:00:00,5284962,0,NaN,0,NaN
02.12.2020 00:00:00,5290671,0,NaN,0,NaN
03.12.2020 00:00:00,5296232,0,NaN,0,NaN
04.12.2020 00:00:00,5303555,0,NaN,0,NaN
05.12.2020 00:00:00,5307728,0,NaN,0,NaN
06.12.2020 00:00:00,5311794,0,NaN,0,NaN
07.12.2020 00:00:00,5322125,0,NaN,0,NaN
08.12.2020 00:00:00,5335508,0,NaN,0,NaN
09.12.2020 00:00:00,5348444,0,NaN,0,NaN
10.12.2020 00:00:00,5360500,0,NaN,0,NaN
11.12.2020 00:00:00,5370629,0,NaN,0,NaN
12.12.2020 00:00:00,5376032,0,NaN,0,NaN
13.12.2020 00:00:00,5384568,0,NaN,0,NaN
14.12.2020 00:00:00,5391120,0,NaN,0,NaN
15.12.2020 00:00:00,5395235,0,NaN,0,NaN
16.12.2020 00:00:00,5403476,0,NaN,0,NaN
17.12.2020 00:00:00,5407351,NaN,NaN,NaN,NaN
18.12.2020 00:00:00,5412945,NaN,NaN,NaN,NaN
19.12.2020 00:00:00,5415531,NaN,NaN,NaN,NaN
20.12.2020 00:00:00,5418585,NaN,NaN,NaN,NaN
21.12.2020 00:00:00,5422186,NaN,NaN,NaN,NaN
22.12.2020 00:00:00,5431205,NaN,NaN,NaN,NaN
23.12.2020 00:00:00,5435093,NaN,NaN,NaN,NaN
24.12.2020 00:00:00,5440796,NaN,NaN,NaN,NaN
25.12.2020 00:00:00,5442436,NaN,NaN,NaN,NaN
26.12.2020 00:00:00,5446501,NaN,NaN,NaN,NaN
27.12.2020 00:00:00,5454510,NaN,NaN,NaN,NaN
28.12.2020 00:00:00,5459457,NaN,NaN,NaN,NaN
29.12.2020 00:00:00,5466601,NaN,NaN,NaN,NaN
30.12.2020 00:00:00,5467374,NaN,NaN,NaN,NaN
31.12.2020 00:00:00,5468729,NaN,NaN,NaN,NaN
01.01.2021 00:00:00,5475784,NaN,NaN,NaN,NaN
02.01.2021 00:00:00,5483985,NaN,NaN,NaN,NaN
03.01.2021 00:00:00,5485185,NaN,NaN,NaN,NaN
04.01.2021 00:00:00,5489500,NaN,NaN,NaN,NaN
05.01.2021 00:00:00,5490906,NaN,NaN,NaN,NaN
06.01.2021 00:00:00,5491897,NaN,NaN,NaN,NaN
07.01.2021 00:00:00,5493757,NaN,NaN,NaN,NaN
08.01.2021 00:00:00,5499747,NaN,NaN,NaN,NaN
09.01.2021 00:00:00,5502574,NaN,NaN,NaN,NaN
10.01.2021 00:00:00,5504810,NaN,NaN,NaN,NaN
11.01.2021 00:00:00,5510878,NaN,NaN,NaN,NaN
12.01.2021 00:00:00,5512343,NaN,NaN,NaN,NaN
13.01.2021 00:00:00,5517024,NaN,NaN,NaN,NaN
14.01.2021 00:00:00,5518872,NaN,NaN,NaN,NaN
15.01.2021 00:00:00,5521336,NaN,NaN,NaN,NaN
16.01.2021 00:00:00,5525490,NaN,NaN,NaN,NaN
17.01.2021 00:00:00,5528466,NaN,NaN,NaN,NaN
18.01.2021 00:00:00,5531088,NaN,NaN,NaN,NaN
19.01.2021 00:00:00,5536489,NaN,NaN,NaN,NaN
20.01.2021 00:00:00,5540527,NaN,NaN,NaN,NaN
21.01.2021 00:00:00,5546366,NaN,NaN,NaN,NaN
22.01.2021 00:00:00,5548894,NaN,NaN,NaN,NaN
23.01.2021 00:00:00,5553059,NaN,NaN,NaN,NaN
24.01.2021 00:00:00,5553869,NaN,NaN,NaN,NaN
25.01.2021 00:00:00,5556210,NaN,NaN,NaN,NaN
26.01.2021 00:00:00,5557035,NaN,NaN,NaN,NaN
27.01.2021 00:00:00,5559492,NaN,NaN,NaN,NaN
28.01.2021 00:00:00,5564801,NaN,NaN,NaN,NaN
29.01.2021 00:00:00,5567099,NaN,NaN,NaN,NaN
30.01.2021 00:00:00,5567705,NaN,NaN,NaN,NaN
31.01.2021 00:00:00,5570727,NaN,NaN,NaN,NaN
01.02.2021 00:00:00,5573431,NaN,NaN,NaN,NaN
02.02.2021 00:00:00,5576886,NaN,NaN,NaN,NaN
03.02.2021 00:00:00,5579407,NaN,NaN,NaN,NaN
04.02.2021 00:00:00,5582899,NaN,NaN,NaN,NaN
05.02.2021 00:00:00,5586316,NaN,NaN,NaN,NaN
06.02.2021 00:00:00,5587890,NaN,NaN,NaN,NaN
07.02.2021 00:00:00,NaN,NaN,NaN,NaN,NaN
08.02.2021 00:00:00,5590229,NaN,NaN,NaN,NaN
09.02.2021 00:00:00,5593220,NaN,NaN,NaN,NaN
10.02.2021 00:00:00,5596171,NaN,NaN,NaN,NaN
11.02.2021 00:00:00,5599731,NaN,NaN,NaN,NaN
12.02.2021 00:00:00,5606044,NaN,NaN,NaN,NaN
13.02.2021 00:00:00,5611358,NaN,NaN,NaN,NaN
14.02.2021 00:00:00,5613020,NaN,NaN,NaN,NaN
15.02.2021 00:00:00,5618084,NaN,NaN,NaN,NaN
16.02.2021 00:00:00,5624325,NaN,NaN,NaN,NaN
17.02.2021 00:00:00,5628074,NaN,NaN,NaN,NaN
18.02.2021 00:00:00,5629692,NaN,NaN,NaN,NaN
19.02.2021 00:00:00,5631548,NaN,NaN,NaN,NaN
20.02.2021 00:00:00,5636035,NaN,NaN,NaN,NaN
21.02.2021 00:00:00,5640036,NaN,NaN,NaN,NaN
22.02.2021 00:00:00,5641880,NaN,NaN,NaN,NaN
23.02.2021 00:00:00,5645543,NaN,NaN,NaN,NaN
24.02.2021 00:00:00,5659655,NaN,NaN,NaN,NaN
25.02.2021 00:00:00,5665367,NaN,NaN,NaN,NaN
26.02.2021 00:00:00,5672811,NaN,NaN,NaN,NaN
27.02.2021 00:00:00,5682061,NaN,NaN,NaN,NaN
28.02.2021 00:00:00,5690542,NaN,NaN,NaN,NaN
01.03.2021 00:00:00,5691920,NaN,NaN,NaN,NaN
02.03.2021 00:00:00,5694594,NaN,NaN,NaN,NaN
03.03.2021 00:00:00,5700436,NaN,NaN,NaN,NaN
04.03.2021 00:00:00,5705501,NaN,NaN,NaN,NaN
05.03.2021 00:00:00,5716193,NaN,NaN,NaN,NaN
06.03.2021 00:00:00,5719136,NaN,NaN,NaN,NaN
07.03.2021 00:00:00,5722271,NaN,NaN,NaN,NaN
08.03.2021 00:00:00,5724084,NaN,NaN,NaN,NaN
09.03.2021 00:00:00,5735921,NaN,NaN,NaN,NaN
10.03.2021 00:00:00,5740956,NaN,NaN,NaN,NaN
11.03.2021 00:00:00,5743556,NaN,NaN,NaN,NaN
12.03.2021 00:00:00,5746697,NaN,NaN,NaN,NaN
13.03.2021 00:00:00,5755524,NaN,NaN,NaN,NaN
14.03.2021 00:00:00,5770100,NaN,NaN,NaN,NaN
15.03.2021 00:00:00,5785834,NaN,NaN,NaN,NaN
16.03.2021 00:00:00,5802057,NaN,NaN,NaN,NaN
17.03.2021 00:00:00,5820262,NaN,NaN,NaN,NaN
18.03.2021 00:00:00,5838090,NaN,NaN,NaN,NaN
19.03.2021 00:00:00,5853938,NaN,NaN,NaN,NaN
20.03.2021 00:00:00,5857445,NaN,NaN,NaN,NaN
21.03.2021 00:00:00,5866769,NaN,NaN,NaN,NaN
22.03.2021 00:00:00,5876395,NaN,NaN,NaN,NaN
23.03.2021 00:00:00,5883783,NaN,NaN,NaN,NaN
24.03.2021 00:00:00,5897888,NaN,NaN,NaN,NaN
25.03.2021 00:00:00,5914103,NaN,NaN,NaN,NaN
26.03.2021 00:00:00,5931317,NaN,NaN,NaN,NaN
27.03.2021 00:00:00,5943439,NaN,NaN,NaN,NaN
28.03.2021 00:00:00,5959883,NaN,NaN,NaN,NaN
29.03.2021 00:00:00,5978507,NaN,NaN,NaN,NaN
30.03.2021 00:00:00,5993452,NaN,NaN,NaN,NaN
31.03.2021 00:00:00,6014610,NaN,NaN,NaN,NaN
01.04.2021 00:00:00,6026835,NaN,NaN,NaN,NaN
02.04.2021 00:00:00,6048099,NaN,NaN,NaN,NaN
03.04.2021 00:00:00,6060769,NaN,NaN,NaN,NaN
04.04.2021 00:00:00,6082812,NaN,NaN,NaN,NaN
05.04.2021 00:00:00,6100357,NaN,NaN,NaN,NaN
06.04.2021 00:00:00,6103247,NaN,NaN,NaN,NaN
07.04.2021 00:00:00,6127665,NaN,NaN,NaN,NaN
08.04.2021 00:00:00,6147519,NaN,NaN,NaN,NaN
09.04.2021 00:00:00,6160274,NaN,NaN,NaN,NaN
10.04.2021 00:00:00,6179601,NaN,NaN,NaN,NaN
11.04.2021 00:00:00,6190219,NaN,NaN,NaN,NaN
12.04.2021 00:00:00,6198556,NaN,NaN,NaN,NaN
13.04.2021 00:00:00,6216662,NaN,NaN,NaN,NaN
14.04.2021 00:00:00,6228598,NaN,NaN,NaN,NaN
15.04.2021 00:00:00,6246382,NaN,NaN,NaN,NaN
16.04.2021 00:00:00,6258702,NaN,NaN,NaN,NaN
17.04.2021 00:00:00,6274957,NaN,NaN,NaN,NaN
18.04.2021 00:00:00,6284338,NaN,NaN,NaN,NaN
19.04.2021 00:00:00,6298937,NaN,NaN,NaN,NaN
20.04.2021 00:00:00,6309818,NaN,NaN,NaN,NaN
21.04.2021 00:00:00,6339499,NaN,NaN,NaN,NaN
22.04.2021 00:00:00,6365474,NaN,NaN,NaN,NaN
23.04.2021 00:00:00,6380082,NaN,NaN,NaN,NaN
24.04.2021 00:00:00,6391674,NaN,NaN,NaN,NaN
25.04.2021 00:00:00,6404486,NaN,NaN,NaN,NaN
26.04.2021 00:00:00,6434874,NaN,NaN,NaN,NaN
27.04.2021 00:00:00,6457034,NaN,NaN,NaN,NaN
28.04.2021 00:00:00,6483479,NaN,NaN,NaN,NaN
29.04.2021 00:00:00,6513480,NaN,NaN,NaN,NaN
30.04.2021 00:00:00,6530063,NaN,NaN,NaN,NaN
01.05.2021 00:00:00,6565333,NaN,NaN,NaN,NaN
02.05.2021 00:00:00,6599261,NaN,NaN,NaN,NaN
03.05.2021 00:00:00,6665554,NaN,NaN,NaN,NaN
04.05.2021 00:00:00,6680652,NaN,NaN,NaN,NaN
05.05.2021 00:00:00,6710154,NaN,NaN,NaN,NaN
06.05.2021 00:00:00,6722136,NaN,NaN,NaN,NaN
07.05.2021 00:00:00,6744008,NaN,NaN,NaN,NaN
08.05.2021 00:00:00,6762185,NaN,NaN,NaN,NaN
09.05.2021 00:00:00,6777343,NaN,NaN,NaN,NaN
10.05.2021 00:00:00,6802408,NaN,NaN,NaN,NaN
11.05.2021 00:00:00,6835481,NaN,NaN,NaN,NaN
12.05.2021 00:00:00,6844914,NaN,NaN,NaN,NaN
13.05.2021 00:00:00,6873231,NaN,NaN,NaN,NaN
14.05.2021 00:00:00,6899843,NaN,NaN,NaN,NaN
15.05.2021 00:00:00,6931662,NaN,NaN,NaN,NaN
16.05.2021 00:00:00,6954330,NaN,NaN,NaN,NaN
17.05.2021 00:00:00,6982445,NaN,NaN,NaN,NaN
18.05.2021 00:00:00,7024755,NaN,NaN,NaN,NaN
19.05.2021 00:00:00,7065506,NaN,NaN,NaN,NaN
20.05.2021 00:00:00,7106525,NaN,NaN,NaN,NaN
21.05.2021 00:00:00,7133395,NaN,NaN,NaN,NaN
22.05.2021 00:00:00,7167608,NaN,NaN,NaN,NaN
23.05.2021 00:00:00,7202320,NaN,NaN,NaN,NaN
24.05.2021 00:00:00,7247061,NaN,NaN,NaN,NaN
25.05.2021 00:00:00,7291744,NaN,NaN,NaN,NaN
26.05.2021 00:00:00,7332782,NaN,NaN,NaN,NaN
27.05.2021 00:00:00,7361304,NaN,NaN,NaN,NaN
28.05.2021 00:00:00,7408274,NaN,NaN,NaN,NaN
29.05.2021 00:00:00,7449979,NaN,NaN,NaN,NaN
30.05.2021 00:00:00,7486360,NaN,NaN,NaN,NaN
31.05.2021 00:00:00,7501630,NaN,NaN,NaN,NaN
01.06.2021 00:00:00,7521618,NaN,NaN,NaN,NaN
02.06.2021 00:00:00,7562918,NaN,NaN,NaN,NaN
03.06.2021 00:00:00,7595919,NaN,NaN,NaN,NaN
04.06.2021 00:00:00,7625087,NaN,NaN,NaN,NaN
05.06.2021 00:00:00,7644769,NaN,NaN,NaN,NaN
06.06.2021 00:00:00,7678336,NaN,NaN,NaN,NaN
07.06.2021 00:00:00,7707052,NaN,NaN,NaN,NaN
08.06.2021 00:00:00,7752627,NaN,NaN,NaN,NaN
09.06.2021 00:00:00,7766744,NaN,NaN,NaN,NaN
10.06.2021 00:00:00,7803440,NaN,NaN,NaN,NaN
11.06.2021 00:00:00,7830324,NaN,NaN,NaN,NaN
12.06.2021 00:00:00,7854200,NaN,NaN,NaN,NaN
13.06.2021 00:00:00,7893063,NaN,NaN,NaN,NaN
14.06.2021 00:00:00,7927556,NaN,NaN,NaN,NaN
15.06.2021 00:00:00,7958210,NaN,NaN,NaN,NaN
16.06.2021 00:00:00,7979613,NaN,NaN,NaN,NaN
17.06.2021 00:00:00,8008108,NaN,NaN,NaN,NaN
18.06.2021 00:00:00,8033587,NaN,NaN,NaN,NaN
19.06.2021 00:00:00,8081800,NaN,NaN,NaN,NaN
20.06.2021 00:00:00,8115439,NaN,NaN,NaN,NaN
21.06.2021 00:00:00,8147927,NaN,NaN,NaN,NaN
22.06.2021 00:00:00,8187558,NaN,NaN,NaN,NaN
23.06.2021 00:00:00,8204066,NaN,NaN,NaN,NaN
24.06.2021 00:00:00,8237371,NaN,NaN,NaN,NaN
25.06.2021 00:00:00,8264062,NaN,NaN,NaN,NaN
26.06.2021 00:00:00,8289404,NaN,NaN,NaN,NaN
27.06.2021 00:00:00,8324578,NaN,NaN,NaN,NaN
28.06.2021 00:00:00,8339608,NaN,NaN,NaN,NaN
29.06.2021 00:00:00,8388941,NaN,NaN,NaN,NaN
30.06.2021 00:00:00,8440482,NaN,NaN,NaN,NaN
01.07.2021 00:00:00,8493296,NaN,NaN,NaN,NaN
02.07.2021 00:00:00,8545501,NaN,NaN,NaN,NaN
03.07.2021 00:00:00,8598293,NaN,NaN,NaN,NaN
04.07.2021 00:00:00,8649583,NaN,NaN,NaN,NaN
05.07.2021 00:00:00,8691779,NaN,NaN,NaN,NaN
06.07.2021 00:00:00,8727666,NaN,NaN,NaN,NaN
07.07.2021 00:00:00,8748138,NaN,NaN,NaN,NaN
08.07.2021 00:00:00,8801407,NaN,NaN,NaN,NaN
09.07.2021 00:00:00,8853965,NaN,NaN,NaN,NaN
10.07.2021 00:00:00,8903982,NaN,NaN,NaN,NaN
11.07.2021 00:00:00,8955047,NaN,NaN,NaN,NaN
12.07.2021 00:00:00,9006419,NaN,NaN,NaN,NaN
13.07.2021 00:00:00,9034387,NaN,NaN,NaN,NaN
14.07.2021 00:00:00,9078410,NaN,NaN,NaN,NaN
15.07.2021 00:00:00,9130177,NaN,NaN,NaN,NaN
16.07.2021 00:00:00,9182812,NaN,NaN,NaN,NaN
17.07.2021 00:00:00,9225487,NaN,NaN,NaN,NaN
18.07.2021 00:00:00,9273377,NaN,NaN,NaN,NaN
19.07.2021 00:00:00,9314282,NaN,NaN,NaN,NaN
20.07.2021 00:00:00,9351422,NaN,NaN,NaN,NaN
21.07.2021 00:00:00,9364134,NaN,NaN,NaN,NaN
22.07.2021 00:00:00,9404892,NaN,NaN,NaN,NaN
23.07.2021 00:00:00,9418742,NaN,NaN,NaN,NaN
24.07.2021 00:00:00,9444007,NaN,NaN,NaN,NaN
25.07.2021 00:00:00,9473339,NaN,NaN,NaN,NaN
26.07.2021 00:00:00,9507346,NaN,NaN,NaN,NaN
27.07.2021 00:00:00,9522176,NaN,NaN,NaN,NaN
28.07.2021 00:00:00,9548424,NaN,NaN,NaN,NaN
29.07.2021 00:00:00,9584738,NaN,NaN,NaN,NaN
30.07.2021 00:00:00,9610491,NaN,NaN,NaN,NaN
31.07.2021 00:00:00,9635116,NaN,NaN,NaN,NaN
01.08.2021 00:00:00,9645994,NaN,NaN,NaN,NaN
02.08.2021 00:00:00,9655903,NaN,NaN,NaN,NaN
03.08.2021 00:00:00,9678121,NaN,NaN,NaN,NaN
04.08.2021 00:00:00,9702148,NaN,NaN,NaN,NaN
05.08.2021 00:00:00,9730704,NaN,NaN,NaN,NaN
06.08.2021 00:00:00,9755040,NaN,NaN,NaN,NaN
07.08.2021 00:00:00,9783535,NaN,NaN,NaN,NaN
08.08.2021 00:00:00,9822104,NaN,NaN,NaN,NaN
09.08.2021 00:00:00,9863058,NaN,NaN,NaN,NaN
10.08.2021 00:00:00,9909720,NaN,NaN,NaN,NaN
11.08.2021 00:00:00,9934493,NaN,NaN,NaN,NaN
12.08.2021 00:00:00,9971849,NaN,NaN,NaN,NaN
