From (date);From (time);Until (date);Until (time);EAN code;Meter;Meter type;Register;Volume;Unit;Validation status;Caloric upper value;Description
22/12/2023;02:00:00;22/12/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
22/12/2023;03:00:00;22/12/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
22/12/2023;03:00:00;22/12/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
22/12/2023;04:00:00;22/12/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
22/12/2023;04:00:00;22/12/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
22/12/2023;05:00:00;22/12/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,158;m³;Read;;
22/12/2023;05:00:00;22/12/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;13,076;kWh;Read;;
22/12/2023;06:00:00;22/12/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,953;m³;Read;;
22/12/2023;06:00:00;22/12/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,761;kWh;Read;;
22/12/2023;07:00:00;22/12/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,008;m³;Read;;
22/12/2023;07:00:00;22/12/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,090;kWh;Read;;
22/12/2023;08:00:00;22/12/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
22/12/2023;08:00:00;22/12/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
22/12/2023;09:00:00;22/12/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,989;m³;Read;;
22/12/2023;09:00:00;22/12/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;11,167;kWh;Read;;
22/12/2023;10:00:00;22/12/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,130;m³;Read;;
22/12/2023;10:00:00;22/12/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;12,760;kWh;Read;;
22/12/2023;11:00:00;22/12/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,656;m³;Read;;
22/12/2023;11:00:00;22/12/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,407;kWh;Read;;
22/12/2023;12:00:00;22/12/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,616;m³;Read;;
22/12/2023;12:00:00;22/12/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,956;kWh;Read;;
22/12/2023;13:00:00;22/12/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,384;m³;Read;;
22/12/2023;13:00:00;22/12/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,336;kWh;Read;;
22/12/2023;14:00:00;22/12/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
22/12/2023;14:00:00;22/12/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
22/12/2023;15:00:00;22/12/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
22/12/2023;15:00:00;22/12/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
22/12/2023;16:00:00;22/12/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,897;m³;Read;;
22/12/2023;16:00:00;22/12/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,129;kWh;Read;;
22/12/2023;17:00:00;22/12/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,315;m³;Read;;
22/12/2023;17:00:00;22/12/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;3,557;kWh;Read;;
22/12/2023;18:00:00;22/12/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
22/12/2023;18:00:00;22/12/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
22/12/2023;19:00:00;22/12/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,015;m³;Read;;
22/12/2023;19:00:00;22/12/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,169;kWh;Read;;
22/12/2023;20:00:00;22/12/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,020;m³;Read;;
22/12/2023;20:00:00;22/12/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;11,517;kWh;Read;;
22/12/2023;21:00:00;22/12/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,223;m³;Read;;
22/12/2023;21:00:00;22/12/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,518;kWh;Read;;
22/12/2023;22:00:00;22/12/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,456;m³;Read;;
22/12/2023;22:00:00;22/12/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;5,149;kWh;Read;;
22/12/2023;23:00:00;23/12/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
22/12/2023;23:00:00;23/12/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
23/12/2023;00:00:00;23/12/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
23/12/2023;00:00:00;23/12/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
23/12/2023;01:00:00;23/12/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
23/12/2023;01:00:00;23/12/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
23/12/2023;02:00:00;23/12/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
23/12/2023;02:00:00;23/12/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
23/12/2023;03:00:00;23/12/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
23/12/2023;03:00:00;23/12/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
23/12/2023;04:00:00;23/12/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
23/12/2023;04:00:00;23/12/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
23/12/2023;05:00:00;23/12/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
23/12/2023;05:00:00;23/12/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
23/12/2023;06:00:00;23/12/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,314;m³;Read;;
23/12/2023;06:00:00;23/12/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;14,837;kWh;Read;;
23/12/2023;07:00:00;23/12/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,684;m³;Read;;
23/12/2023;07:00:00;23/12/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,723;kWh;Read;;
23/12/2023;08:00:00;23/12/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,754;m³;Read;;
23/12/2023;08:00:00;23/12/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,514;kWh;Read;;
23/12/2023;09:00:00;23/12/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,914;m³;Read;;
23/12/2023;09:00:00;23/12/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,321;kWh;Read;;
23/12/2023;10:00:00;23/12/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,567;m³;Read;;
23/12/2023;10:00:00;23/12/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,402;kWh;Read;;
23/12/2023;11:00:00;23/12/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
23/12/2023;11:00:00;23/12/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
23/12/2023;12:00:00;23/12/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,047;m³;Read;;
23/12/2023;12:00:00;23/12/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,531;kWh;Read;;
23/12/2023;13:00:00;23/12/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,952;m³;Read;;
23/12/2023;13:00:00;23/12/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,750;kWh;Read;;
23/12/2023;14:00:00;23/12/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,601;m³;Read;;
23/12/2023;14:00:00;23/12/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,786;kWh;Read;;
23/12/2023;15:00:00;23/12/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,149;m³;Read;;
23/12/2023;15:00:00;23/12/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,682;kWh;Read;;
23/12/2023;16:00:00;23/12/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,235;m³;Read;;
23/12/2023;16:00:00;23/12/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,654;kWh;Read;;
23/12/2023;17:00:00;23/12/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,788;m³;Read;;
23/12/2023;17:00:00;23/12/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,898;kWh;Read;;
23/12/2023;18:00:00;23/12/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,629;m³;Read;;
23/12/2023;18:00:00;23/12/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,102;kWh;Read;;
23/12/2023;19:00:00;23/12/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,066;m³;Read;;
23/12/2023;19:00:00;23/12/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,745;kWh;Read;;
23/12/2023;20:00:00;23/12/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
23/12/2023;20:00:00;23/12/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
23/12/2023;21:00:00;23/12/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
23/12/2023;21:00:00;23/12/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
23/12/2023;22:00:00;23/12/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,658;m³;Read;;
23/12/2023;22:00:00;23/12/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,430;kWh;Read;;
23/12/2023;23:00:00;24/12/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
23/12/2023;23:00:00;24/12/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/12/2023;00:00:00;24/12/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/12/2023;00:00:00;24/12/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/12/2023;01:00:00;24/12/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/12/2023;01:00:00;24/12/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/12/2023;02:00:00;24/12/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/12/2023;02:00:00;24/12/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/12/2023;03:00:00;24/12/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/12/2023;03:00:00;24/12/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/12/2023;04:00:00;24/12/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/12/2023;04:00:00;24/12/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/12/2023;05:00:00;24/12/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/12/2023;05:00:00;24/12/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/12/2023;06:00:00;24/12/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,099;m³;Read;;
24/12/2023;06:00:00;24/12/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;12,410;kWh;Read;;
24/12/2023;07:00:00;24/12/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,877;m³;Read;;
24/12/2023;07:00:00;24/12/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;9,903;kWh;Read;;
24/12/2023;08:00:00;24/12/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,634;m³;Read;;
24/12/2023;08:00:00;24/12/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,159;kWh;Read;;
24/12/2023;09:00:00;24/12/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,480;m³;Read;;
24/12/2023;09:00:00;24/12/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;5,420;kWh;Read;;
24/12/2023;10:00:00;24/12/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,356;m³;Read;;
24/12/2023;10:00:00;24/12/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,020;kWh;Read;;
24/12/2023;11:00:00;24/12/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/12/2023;11:00:00;24/12/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/12/2023;12:00:00;24/12/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,903;m³;Read;;
24/12/2023;12:00:00;24/12/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,196;kWh;Read;;
24/12/2023;13:00:00;24/12/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/12/2023;13:00:00;24/12/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/12/2023;14:00:00;24/12/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/12/2023;14:00:00;24/12/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/12/2023;15:00:00;24/12/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,209;m³;Read;;
24/12/2023;15:00:00;24/12/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,360;kWh;Read;;
24/12/2023;16:00:00;24/12/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,759;m³;Read;;
24/12/2023;16:00:00;24/12/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,570;kWh;Read;;
24/12/2023;17:00:00;24/12/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,407;m³;Read;;
24/12/2023;17:00:00;24/12/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,596;kWh;Read;;
24/12/2023;18:00:00;24/12/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,078;m³;Read;;
24/12/2023;18:00:00;24/12/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,881;kWh;Read;;
24/12/2023;19:00:00;24/12/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,579;m³;Read;;
24/12/2023;19:00:00;24/12/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,538;kWh;Read;;
24/12/2023;20:00:00;24/12/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/12/2023;20:00:00;24/12/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/12/2023;21:00:00;24/12/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/12/2023;21:00:00;24/12/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/12/2023;22:00:00;24/12/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,536;m³;Read;;
24/12/2023;22:00:00;24/12/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,052;kWh;Read;;
24/12/2023;23:00:00;25/12/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,129;m³;Read;;
24/12/2023;23:00:00;25/12/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,457;kWh;Read;;
25/12/2023;00:00:00;25/12/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;00:00:00;25/12/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/12/2023;01:00:00;25/12/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;01:00:00;25/12/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/12/2023;02:00:00;25/12/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;02:00:00;25/12/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/12/2023;03:00:00;25/12/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;03:00:00;25/12/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/12/2023;04:00:00;25/12/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;04:00:00;25/12/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/12/2023;05:00:00;25/12/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,980;m³;Read;;
25/12/2023;05:00:00;25/12/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;11,066;kWh;Read;;
25/12/2023;06:00:00;25/12/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,699;m³;Read;;
25/12/2023;06:00:00;25/12/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,893;kWh;Read;;
25/12/2023;07:00:00;25/12/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;07:00:00;25/12/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/12/2023;08:00:00;25/12/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;08:00:00;25/12/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/12/2023;09:00:00;25/12/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,725;m³;Read;;
25/12/2023;09:00:00;25/12/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,186;kWh;Read;;
25/12/2023;10:00:00;25/12/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,973;m³;Read;;
25/12/2023;10:00:00;25/12/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,987;kWh;Read;;
25/12/2023;11:00:00;25/12/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,701;m³;Read;;
25/12/2023;11:00:00;25/12/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,915;kWh;Read;;
25/12/2023;12:00:00;25/12/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,394;m³;Read;;
25/12/2023;12:00:00;25/12/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,449;kWh;Read;;
25/12/2023;13:00:00;25/12/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;13:00:00;25/12/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/12/2023;14:00:00;25/12/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;14:00:00;25/12/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/12/2023;15:00:00;25/12/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;15:00:00;25/12/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/12/2023;16:00:00;25/12/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,793;m³;Read;;
25/12/2023;16:00:00;25/12/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,954;kWh;Read;;
25/12/2023;17:00:00;25/12/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,958;m³;Read;;
25/12/2023;17:00:00;25/12/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,817;kWh;Read;;
25/12/2023;18:00:00;25/12/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,738;m³;Read;;
25/12/2023;18:00:00;25/12/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,333;kWh;Read;;
25/12/2023;19:00:00;25/12/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;19:00:00;25/12/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/12/2023;20:00:00;25/12/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;20:00:00;25/12/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/12/2023;21:00:00;25/12/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,752;m³;Read;;
25/12/2023;21:00:00;25/12/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,491;kWh;Read;;
25/12/2023;22:00:00;25/12/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,690;m³;Read;;
25/12/2023;22:00:00;25/12/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,791;kWh;Read;;
25/12/2023;23:00:00;26/12/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/12/2023;23:00:00;26/12/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/12/2023;00:00:00;26/12/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/12/2023;00:00:00;26/12/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/12/2023;01:00:00;26/12/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/12/2023;01:00:00;26/12/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/12/2023;02:00:00;26/12/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/12/2023;02:00:00;26/12/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/12/2023;03:00:00;26/12/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/12/2023;03:00:00;26/12/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/12/2023;04:00:00;26/12/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/12/2023;04:00:00;26/12/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/12/2023;05:00:00;26/12/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,901;m³;Read;;
26/12/2023;05:00:00;26/12/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,174;kWh;Read;;
26/12/2023;06:00:00;26/12/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,917;m³;Read;;
26/12/2023;06:00:00;26/12/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,354;kWh;Read;;
26/12/2023;07:00:00;26/12/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,005;m³;Read;;
26/12/2023;07:00:00;26/12/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,056;kWh;Read;;
26/12/2023;08:00:00;26/12/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/12/2023;08:00:00;26/12/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/12/2023;09:00:00;26/12/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,375;m³;Read;;
26/12/2023;09:00:00;26/12/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;15,526;kWh;Read;;
26/12/2023;10:00:00;26/12/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,979;m³;Read;;
26/12/2023;10:00:00;26/12/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;11,055;kWh;Read;;
