From (date);From (time);Until (date);Until (time);EAN code;Meter;Meter type;Register;Volume;Unit;Validation status;Description
25/12/2023;18:00:00;25/12/2023;18:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,968;kWh;Read;
25/12/2023;18:00:00;25/12/2023;18:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;18:15:00;25/12/2023;18:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,780;kWh;Read;
25/12/2023;18:15:00;25/12/2023;18:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;18:30:00;25/12/2023;18:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,339;kWh;Read;
25/12/2023;18:30:00;25/12/2023;18:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;18:45:00;25/12/2023;19:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,217;kWh;Read;
25/12/2023;18:45:00;25/12/2023;19:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;19:00:00;25/12/2023;19:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,250;kWh;Read;
25/12/2023;19:00:00;25/12/2023;19:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;19:15:00;25/12/2023;19:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,292;kWh;Read;
25/12/2023;19:15:00;25/12/2023;19:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;19:30:00;25/12/2023;19:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,639;kWh;Read;
25/12/2023;19:30:00;25/12/2023;19:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;19:45:00;25/12/2023;20:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,287;kWh;Read;
25/12/2023;19:45:00;25/12/2023;20:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;20:00:00;25/12/2023;20:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,393;kWh;Read;
25/12/2023;20:00:00;25/12/2023;20:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;20:15:00;25/12/2023;20:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,652;kWh;Read;
25/12/2023;20:15:00;25/12/2023;20:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;20:30:00;25/12/2023;20:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,295;kWh;Read;
25/12/2023;20:30:00;25/12/2023;20:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;20:45:00;25/12/2023;21:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,307;kWh;Read;
25/12/2023;20:45:00;25/12/2023;21:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;21:00:00;25/12/2023;21:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,285;kWh;Read;
25/12/2023;21:00:00;25/12/2023;21:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;21:15:00;25/12/2023;21:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,287;kWh;Read;
25/12/2023;21:15:00;25/12/2023;21:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;21:30:00;25/12/2023;21:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,285;kWh;Read;
25/12/2023;21:30:00;25/12/2023;21:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;21:45:00;25/12/2023;22:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,257;kWh;Read;
25/12/2023;21:45:00;25/12/2023;22:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
25/12/2023;22:00:00;25/12/2023;22:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,220;kWh;Read;
25/12/2023;22:00:00;25/12/2023;22:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
25/12/2023;22:15:00;25/12/2023;22:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,236;kWh;Read;
25/12/2023;22:15:00;25/12/2023;22:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
25/12/2023;22:30:00;25/12/2023;22:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,238;kWh;Read;
25/12/2023;22:30:00;25/12/2023;22:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
25/12/2023;22:45:00;25/12/2023;23:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,175;kWh;Read;
25/12/2023;22:45:00;25/12/2023;23:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
25/12/2023;23:00:00;25/12/2023;23:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,206;kWh;Read;
25/12/2023;23:00:00;25/12/2023;23:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
25/12/2023;23:15:00;25/12/2023;23:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,215;kWh;Read;
25/12/2023;23:15:00;25/12/2023;23:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
25/12/2023;23:30:00;25/12/2023;23:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,142;kWh;Read;
25/12/2023;23:30:00;25/12/2023;23:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
25/12/2023;23:45:00;26/12/2023;00:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,140;kWh;Read;
25/12/2023;23:45:00;26/12/2023;00:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;00:00:00;26/12/2023;00:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,130;kWh;Read;
26/12/2023;00:00:00;26/12/2023;00:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;00:15:00;26/12/2023;00:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,092;kWh;Read;
26/12/2023;00:15:00;26/12/2023;00:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;00:30:00;26/12/2023;00:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,097;kWh;Read;
26/12/2023;00:30:00;26/12/2023;00:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;00:45:00;26/12/2023;01:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,115;kWh;Read;
26/12/2023;00:45:00;26/12/2023;01:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;01:00:00;26/12/2023;01:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,099;kWh;Read;
26/12/2023;01:00:00;26/12/2023;01:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;01:15:00;26/12/2023;01:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,109;kWh;Read;
26/12/2023;01:15:00;26/12/2023;01:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;01:30:00;26/12/2023;01:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,115;kWh;Read;
26/12/2023;01:30:00;26/12/2023;01:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;01:45:00;26/12/2023;02:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,100;kWh;Read;
26/12/2023;01:45:00;26/12/2023;02:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;02:00:00;26/12/2023;02:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,093;kWh;Read;
26/12/2023;02:00:00;26/12/2023;02:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;02:15:00;26/12/2023;02:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,101;kWh;Read;
26/12/2023;02:15:00;26/12/2023;02:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;02:30:00;26/12/2023;02:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,121;kWh;Read;
26/12/2023;02:30:00;26/12/2023;02:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;02:45:00;26/12/2023;03:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,109;kWh;Read;
26/12/2023;02:45:00;26/12/2023;03:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;03:00:00;26/12/2023;03:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,098;kWh;Read;
26/12/2023;03:00:00;26/12/2023;03:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;03:15:00;26/12/2023;03:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,113;kWh;Read;
26/12/2023;03:15:00;26/12/2023;03:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;03:30:00;26/12/2023;03:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,098;kWh;Read;
26/12/2023;03:30:00;26/12/2023;03:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;03:45:00;26/12/2023;04:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,092;kWh;Read;
26/12/2023;03:45:00;26/12/2023;04:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;04:00:00;26/12/2023;04:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,100;kWh;Read;
26/12/2023;04:00:00;26/12/2023;04:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;04:15:00;26/12/2023;04:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,127;kWh;Read;
26/12/2023;04:15:00;26/12/2023;04:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;04:30:00;26/12/2023;04:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,104;kWh;Read;
26/12/2023;04:30:00;26/12/2023;04:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;04:45:00;26/12/2023;05:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,092;kWh;Read;
26/12/2023;04:45:00;26/12/2023;05:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;05:00:00;26/12/2023;05:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,112;kWh;Read;
26/12/2023;05:00:00;26/12/2023;05:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;05:15:00;26/12/2023;05:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,099;kWh;Read;
26/12/2023;05:15:00;26/12/2023;05:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;05:30:00;26/12/2023;05:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,107;kWh;Read;
26/12/2023;05:30:00;26/12/2023;05:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;05:45:00;26/12/2023;06:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,119;kWh;Read;
26/12/2023;05:45:00;26/12/2023;06:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;06:00:00;26/12/2023;06:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,138;kWh;Read;
26/12/2023;06:00:00;26/12/2023;06:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;06:15:00;26/12/2023;06:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,115;kWh;Read;
26/12/2023;06:15:00;26/12/2023;06:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;06:30:00;26/12/2023;06:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,100;kWh;Read;
26/12/2023;06:30:00;26/12/2023;06:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;06:45:00;26/12/2023;07:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,127;kWh;Read;
26/12/2023;06:45:00;26/12/2023;07:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
26/12/2023;07:00:00;26/12/2023;07:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,102;kWh;Read;
26/12/2023;07:00:00;26/12/2023;07:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;07:15:00;26/12/2023;07:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,136;kWh;Read;
26/12/2023;07:15:00;26/12/2023;07:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;07:30:00;26/12/2023;07:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,111;kWh;Read;
26/12/2023;07:30:00;26/12/2023;07:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;07:45:00;26/12/2023;08:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,174;kWh;Read;
26/12/2023;07:45:00;26/12/2023;08:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;08:00:00;26/12/2023;08:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,122;kWh;Read;
26/12/2023;08:00:00;26/12/2023;08:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;08:15:00;26/12/2023;08:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,122;kWh;Read;
26/12/2023;08:15:00;26/12/2023;08:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;08:30:00;26/12/2023;08:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,123;kWh;Read;
26/12/2023;08:30:00;26/12/2023;08:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;08:45:00;26/12/2023;09:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,149;kWh;Read;
26/12/2023;08:45:00;26/12/2023;09:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;09:00:00;26/12/2023;09:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,147;kWh;Read;
26/12/2023;09:00:00;26/12/2023;09:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;09:15:00;26/12/2023;09:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,163;kWh;Read;
26/12/2023;09:15:00;26/12/2023;09:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;09:30:00;26/12/2023;09:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,190;kWh;Read;
26/12/2023;09:30:00;26/12/2023;09:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;09:45:00;26/12/2023;10:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,135;kWh;Read;
26/12/2023;09:45:00;26/12/2023;10:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;10:00:00;26/12/2023;10:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,083;kWh;Read;
26/12/2023;10:00:00;26/12/2023;10:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;10:15:00;26/12/2023;10:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,043;kWh;Read;
26/12/2023;10:15:00;26/12/2023;10:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,009;kWh;Read;
26/12/2023;10:30:00;26/12/2023;10:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,185;kWh;Read;
26/12/2023;10:30:00;26/12/2023;10:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;10:45:00;26/12/2023;11:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,190;kWh;Read;
26/12/2023;10:45:00;26/12/2023;11:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,017;kWh;Read;
26/12/2023;11:00:00;26/12/2023;11:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,104;kWh;Read;
26/12/2023;11:00:00;26/12/2023;11:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;11:15:00;26/12/2023;11:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,266;kWh;Read;
26/12/2023;11:15:00;26/12/2023;11:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;11:30:00;26/12/2023;11:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,192;kWh;Read;
26/12/2023;11:30:00;26/12/2023;11:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;11:45:00;26/12/2023;12:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,205;kWh;Read;
26/12/2023;11:45:00;26/12/2023;12:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;12:00:00;26/12/2023;12:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,131;kWh;Read;
26/12/2023;12:00:00;26/12/2023;12:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,099;kWh;Read;
26/12/2023;12:15:00;26/12/2023;12:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,078;kWh;Read;
26/12/2023;12:15:00;26/12/2023;12:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,101;kWh;Read;
26/12/2023;12:30:00;26/12/2023;12:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,037;kWh;Read;
26/12/2023;12:30:00;26/12/2023;12:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,151;kWh;Read;
26/12/2023;12:45:00;26/12/2023;13:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,059;kWh;Read;
26/12/2023;12:45:00;26/12/2023;13:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,199;kWh;Read;
26/12/2023;13:00:00;26/12/2023;13:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,397;kWh;Read;
26/12/2023;13:00:00;26/12/2023;13:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;13:15:00;26/12/2023;13:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,549;kWh;Read;
26/12/2023;13:15:00;26/12/2023;13:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;13:30:00;26/12/2023;13:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,538;kWh;Read;
26/12/2023;13:30:00;26/12/2023;13:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;13:45:00;26/12/2023;14:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,272;kWh;Read;
26/12/2023;13:45:00;26/12/2023;14:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;14:00:00;26/12/2023;14:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,140;kWh;Read;
26/12/2023;14:00:00;26/12/2023;14:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,004;kWh;Read;
26/12/2023;14:15:00;26/12/2023;14:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,135;kWh;Read;
26/12/2023;14:15:00;26/12/2023;14:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,001;kWh;Read;
26/12/2023;14:30:00;26/12/2023;14:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,295;kWh;Read;
26/12/2023;14:30:00;26/12/2023;14:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;14:45:00;26/12/2023;15:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,302;kWh;Read;
26/12/2023;14:45:00;26/12/2023;15:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;15:00:00;26/12/2023;15:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,102;kWh;Read;
26/12/2023;15:00:00;26/12/2023;15:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,001;kWh;Read;
26/12/2023;15:15:00;26/12/2023;15:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,038;kWh;Read;
26/12/2023;15:15:00;26/12/2023;15:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,023;kWh;Read;
26/12/2023;15:30:00;26/12/2023;15:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,103;kWh;Read;
26/12/2023;15:30:00;26/12/2023;15:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;15:45:00;26/12/2023;16:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,032;kWh;Read;
26/12/2023;15:45:00;26/12/2023;16:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,003;kWh;Read;
26/12/2023;16:00:00;26/12/2023;16:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,181;kWh;Read;
26/12/2023;16:00:00;26/12/2023;16:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;16:15:00;26/12/2023;16:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,275;kWh;Read;
26/12/2023;16:15:00;26/12/2023;16:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;16:30:00;26/12/2023;16:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,297;kWh;Read;
26/12/2023;16:30:00;26/12/2023;16:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;16:45:00;26/12/2023;17:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,292;kWh;Read;
26/12/2023;16:45:00;26/12/2023;17:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;17:00:00;26/12/2023;17:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,310;kWh;Read;
26/12/2023;17:00:00;26/12/2023;17:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;17:15:00;26/12/2023;17:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,288;kWh;Read;
26/12/2023;17:15:00;26/12/2023;17:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;17:30:00;26/12/2023;17:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,293;kWh;Read;
26/12/2023;17:30:00;26/12/2023;17:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;17:45:00;26/12/2023;18:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,279;kWh;Read;
26/12/2023;17:45:00;26/12/2023;18:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;18:00:00;26/12/2023;18:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,257;kWh;Read;
26/12/2023;18:00:00;26/12/2023;18:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;18:15:00;26/12/2023;18:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,262;kWh;Read;
26/12/2023;18:15:00;26/12/2023;18:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;18:30:00;26/12/2023;18:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,234;kWh;Read;
26/12/2023;18:30:00;26/12/2023;18:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;18:45:00;26/12/2023;19:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,279;kWh;Read;
26/12/2023;18:45:00;26/12/2023;19:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;19:00:00;26/12/2023;19:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,508;kWh;Read;
26/12/2023;19:00:00;26/12/2023;19:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;19:15:00;26/12/2023;19:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,432;kWh;Read;
26/12/2023;19:15:00;26/12/2023;19:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
26/12/2023;19:30:00;26/12/2023;19:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,376;kWh;Read;
26/12/2023;19:30:00;26/12/2023;19:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
